store_id,store_name,ownership_type,state_region,country_code,longitude,latitude
1006325,Coastal Carolina University,Licensed Store,SC,US,-79.01,33.8
1009717,苏州吴江盛泽购物公园店,Joint Venture,32,CN,120.62,30.9
1866,Ngong Ping,Licensed Store,91,CN,113.9,22.26
8148,Moreno Beach & Hwy 60,Company Owned,CA,US,-117.18,33.94
16192,Safeway-Denver #1038,Licensed Store,CO,US,-104.94,39.69
1011683,Cheonan Buldang,Joint Venture,44,KR,127.11,36.81
4432,대전시청역점,Joint Venture,30,KR,127.39,36.35
116296,天津银河广场咖啡店,Company Owned,12,CN,117.21,39.09
13187,John Fenwick Travel Plaza,Licensed Store,NJ,US,-75.45,39.69
5276,Nelson,Licensed Store,N,NZ,173.28,-41.28
1014320,德阳洋洋百货店,Company Owned,51,CN,104.39,31.13
1009200,Village Edinburgh,Licensed Store,SCT,GB,-3.23,55.97
14343,SF Courtyard Marriott Lobby,Licensed Store,CA,US,-122.4,37.79
13041,Trent & Argonne,Company Owned,WA,US,-117.28,47.68
1010159,Colorado & De Lacey,Company Owned,CA,US,-118.15,34.15
1007281,Kroger-Anderson #814,Licensed Store,IN,US,-85.66,40.14
13417,"Western & Westmont, San Pedro",Company Owned,CA,US,-118.31,33.76
15571,Hwy 290 & Hwy 6,Company Owned,TX,US,-95.62,29.92
116352,北京天畅园咖啡店,Company Owned,11,CN,116.42,40.03
767,University of Ottawa - Laurier,Licensed Store,ON,CA,-75.69,45.42
1006596,Marseille gd littoral,Company Owned,U,FR,5.35,43.36
10597,Vons - La Verne #2832,Licensed Store,CA,US,-117.77,34.12
18940,Starbucks,Licensed Store,06,TR,32.78,39.91
1016141,大连友谊商城店,Company Owned,21,CN,121.65,38.92
1013803,幸福里店,Joint Venture,31,CN,121.43,31.2
1014316,大悦城北楼8F店,Joint Venture,31,CN,121.47,31.24
1005327,苏州邻瑞广场店,Joint Venture,32,CN,120.72,31.3
15104,Midkiff & Wadley,Company Owned,TX,US,-102.12,32.02
1009222,Worthing - South Street,Franchise,ENG,GB,-0.37,50.81
15903,Bonita Point Plaza,Company Owned,CA,US,-117.0,32.64
9003,Broaddale,Company Owned,VA,US,-77.17,38.88
1013923,南宁华润大厦店,Company Owned,45,CN,108.39,22.81
8823,Vons-Rancho Cucamonga #2147,Licensed Store,CA,US,-117.61,34.13
6873,"9000 S. & Redwood, W. Jordan",Company Owned,UT,US,-111.94,40.59
13623,126th & Meridian,Company Owned,IN,US,-86.16,39.97
13364,Date Palm Centre - Cathedral City,Company Owned,CA,US,-116.46,33.82
2884,Palmers Green - Green Lanes,Company Owned,ENG,GB,-0.11,51.62
1014461,Dongmyoap station,Joint Venture,11,KR,127.02,37.57
3603,You Me Town Hakata,Joint Venture,40,JP,130.41,33.61
1008188,Leuven Railway Station,Licensed Store,VLG,BE,4.71,50.88
116526,Hwy 69 & Hwy 89,Company Owned,AZ,US,-112.43,34.55
11492,Bradlee Center,Company Owned,VA,US,-77.09,38.83
1009459,Schlossstrasse,Company Owned,BE,DE,13.33,52.46
18615,The Lodge,Company Owned,WA,US,-122.2,47.62
1012560,海上传奇广场店,Joint Venture,31,CN,121.57,31.16
6459,Target Walnut Creek T-1208,Licensed Store,CA,US,-122.06,37.9
1005325,威海威高广场咖啡店,Company Owned,37,CN,122.12,37.5
1015950,Kroger White Lake 759,Licensed Store,MI,US,-83.5,42.65
1015954,重庆南坪万达II店,Company Owned,50,CN,106.57,29.53
14465,Meijer-Grand Rapids #216,Licensed Store,MI,US,-85.78,42.97
1014692,Albertsons - Bakersfield #3364,Licensed Store,CA,US,-119.09,35.32
7581,Doubletree Cleveland City Center La,Licensed Store,OH,US,-81.69,41.51
16227,Super Target McDonough ST-1461,Licensed Store,GA,US,-84.22,33.47
1749,环球金融店,Joint Venture,31,CN,121.51,31.24
17227,Georgetown,Company Owned,KY,US,-84.53,38.23
13313,3815 J St Sacramento,Company Owned,CA,US,-121.46,38.57
9542,Target Medford T-1948,Licensed Store,NY,US,-72.99,40.82
13469,Fry & Park,Company Owned,TX,US,-95.72,29.79
10545,Safeway - Battle Ground #4313,Licensed Store,WA,US,-122.55,45.78
7027,Martins-Logansport #18,Licensed Store,IN,US,-86.33,40.76
7738,SuperTarget Charlotte North ST-2080,Licensed Store,NC,US,-80.86,35.35
1006738,世博源店,Joint Venture,31,CN,121.49,31.18
1012742,Teavana - Memorial City,Company Owned,TX,US,-95.54,29.78
1014323,大连机场安检内店,Company Owned,21,CN,121.54,38.96
13770,Target Pasadena T-883,Licensed Store,CA,US,-118.13,34.15
114022,Lake Delton,Company Owned,WI,US,-89.78,43.58
1005867,Somerville Town Ctr.,Company Owned,NJ,US,-74.62,40.57
4160,Akasaka Biz Tower,Joint Venture,13,JP,139.74,35.67
15813,701 Battery,Company Owned,CA,US,-122.4,37.8
3575,Fujigaoka effe,Joint Venture,23,JP,137.02,35.18
1013765,Town Center Juriquilla,Licensed Store,QUE,MX,-100.45,20.69
9372,Safeway-Morgan Hill #1455,Licensed Store,CA,US,-121.64,37.13
14280,Washington & Greenbay,Company Owned,WI,US,-87.85,42.72
1007012,Place de la Gare,Company Owned,VD,CH,6.63,46.52
1012159,岳阳步步高广场,Company Owned,43,CN,113.14,29.36
18726,"Cleveland Clinic, Building H",Company Owned,OH,US,-81.62,41.5
1014305,Oriental Gardens - Makati,Licensed Store,00,PH,121.01,14.55
18173,Hwy 72 & Hughes,Company Owned,AL,US,-86.74,34.75
656,Church & Adelaide,Company Owned,ON,CA,-79.37,43.65
20244,Leonard de Vinci,Company Owned,J,FR,2.24,48.9
1014468,Albertsons - Rancho Cucamonga 3177,Licensed Store,CA,US,-117.61,34.11
1011993,Kroger Peachtree City #388,Licensed Store,GA,US,-84.56,33.38
10137,Target Abington T-2173,Licensed Store,MA,US,-70.93,42.11
1015786,Target Las Vegas Far SW T-1524,Licensed Store,NV,US,-115.31,36.11
1011090,Saskatoon International Airport,Licensed Store,SK,CA,-106.69,52.17
1008496,New Kowloon Centre,Licensed Store,91,CN,114.16,22.32
1012887,Moorland & Greenfield,Company Owned,WI,US,-88.11,43.02
116503,Starbucks,Licensed Store,06,TR,32.89,39.93
12805,"Strongsville, Royalton Rd",Company Owned,OH,US,-81.83,41.31
1015853,Met Mall Cileungsi,Licensed Store,JW,ID,106.59,-6.23
1016356,Dobson & Loop 202,Company Owned,AZ,US,-111.87,33.43
116360,RailCity Bern,Company Owned,BE,CH,7.44,46.95
1008710,南宁吴圩机场店,Company Owned,45,CN,108.17,22.61
1006545,23rd & Union - Tacoma,Company Owned,WA,US,-122.48,47.24
90543,Southeast Missouri State University,Licensed Store,MO,US,-89.53,37.31
1005518,苏州大洋店,Joint Venture,32,CN,120.62,31.31
12019,430 N. Clark,Company Owned,IL,US,-87.63,41.89
1008408,Meitetsu Department Store Nagoya,Joint Venture,23,JP,136.88,35.17
20070,Dwntn LA Union Station Main Concrse,Company Owned,CA,US,-118.24,34.06
20278,Belle Epine Shopping Center,Company Owned,J,FR,2.37,48.76
1013434,Fred Meyer - Mill Creek #458,Licensed Store,WA,US,-122.21,47.88
1016435,Kroger - Shreveport #533,Licensed Store,LA,US,-93.73,32.39
1017057,天津金谷大厦店,Company Owned,12,CN,117.21,39.13
12416,"Gridley & South, Cerritos",Company Owned,CA,US,-118.09,33.86
12513,"Rancho & Bonanza, Las Vegas",Company Owned,NV,US,-115.18,36.18
1005949,珠海招商花园城店,Company Owned,44,CN,113.53,22.26
9413,Kroger-Lancaster #931,Licensed Store,OH,US,-82.58,39.72
2040,Roedingsmarkt,Company Owned,HH,DE,9.99,53.55
16331,Alameda & Downing,Company Owned,CO,US,-104.97,39.71
94957,上海湾店,Joint Venture,31,CN,121.51,31.23
6986,Prime Outlets at Orlando,Company Owned,FL,US,-81.45,28.47
3953,Otemachi Bldg.,Joint Venture,13,JP,139.76,35.69
14469,Kroger-Roanoke #401,Licensed Store,VA,US,-80.01,37.22
2345,Paddington Station - Mezzanine,Company Owned,ENG,GB,-0.18,51.52
92622,Sanchong-Nangang,Joint Venture,TPE,TW,121.6,25.05
113325,FAT Fresno - Post Security,Licensed Store,CA,US,-119.72,36.77
4742,جمعية الزهراء التعاونية,Licensed Store,HA,KW,47.97,29.29
9315,Two Atlantic Avenue,Company Owned,MA,US,-71.05,42.36
18845,重庆上海城店,Company Owned,50,CN,106.56,29.53
1464,Claraplatz,Company Owned,BS,CH,7.59,47.56
11803,Super Target Arlington ST-1339,Licensed Store,TX,US,-97.14,32.68
18850,MDM Palace,Joint Venture,MOW,RU,37.58,55.73
20380,中山假日广场店,Company Owned,44,CN,113.39,22.52
1006956,La Costa & Rancho Santa Fe,Company Owned,CA,US,-117.23,33.08
1013692,Harris Teeter Winston Salem 216,Licensed Store,NC,US,-80.27,36.09
7031,QFC - Issaquah #821,Licensed Store,WA,US,-122.06,47.55
1012767,Teavana - Florida Mall,Company Owned,FL,US,-81.4,28.45
9386,Super Target Lewisville ST-1395,Licensed Store,TX,US,-96.97,33.01
1011069,Ashford - High Street,Franchise,ENG,GB,0.87,51.15
1017113,Jeju nohyeong park,Joint Venture,49,KR,126.48,33.48
8049,Kunia Shopping Center,Company Owned,HI,US,-158.03,21.39
16280,Fair Oaks & State Street,Company Owned,CA,US,-118.15,34.12
94738,SW Marine Dr and Ontario St,Company Owned,BC,CA,-123.11,49.21
1011707,Irondeqouit Ridge Goodman Plaza,Company Owned,NY,US,-77.58,43.2
17012,"Middletown, Orange Plaza",Company Owned,NY,US,-74.38,41.45
1011199,Kalibata City Square,Licensed Store,JW,ID,106.85,-6.26
1006637,University of Michigan-Ross School,Licensed Store,MI,US,-83.74,42.27
4727,غرفة تجارة وصناعة الكويت,Licensed Store,KU,KW,47.98,29.37
1005170,Ochang Science Complex,Joint Venture,43,KR,127.25,36.43
13054,Lewiston,Company Owned,ID,US,-117.0,46.41
2220,Genova 4,Licensed Store,MD,ES,-3.7,40.43
1006503,Kluang Mall,Licensed Store,01,MY,103.32,2.04
5029,Centro Comercial Santa Fe 2,Licensed Store,DIF,MX,-99.28,19.36
1007025,Gwangju Moodeung Mountain,Joint Venture,29,KR,126.68,35.75
1008830,Blue Ash - Reed Hartman Hwy,Company Owned,OH,US,-84.38,39.27
88375,Harris Teeter-Boone #165,Licensed Store,NC,US,-81.66,36.2
10105,Super Target McKinney SW ST-2142,Licensed Store,TX,US,-96.73,33.13
3126,Brunswick Centre,Company Owned,ENG,GB,-0.12,51.52
7248,Kroger-Missouri City #334,Licensed Store,TX,US,-95.57,29.56
15415,Brandon Town Center Dr.,Company Owned,FL,US,-82.33,27.92
66003,D Cube City - 2F,Joint Venture,11,KR,126.89,37.51
6896,Admiral Doyle & Lewis,Company Owned,LA,US,-91.82,29.98
9719,Safeway-San Jose #997,Licensed Store,CA,US,-121.91,37.25
7164,Target Madison T-1060,Licensed Store,WI,US,-89.52,43.06
1015038,Kroger - Alpharetta #344,Licensed Store,GA,US,-84.27,34.02
3389,Pakuwon Supermall,Licensed Store,JI,ID,112.66,-7.28
15396,796 Fifth Ave,Company Owned,FL,US,-81.8,26.14
17622,Central & Rock Rd,Company Owned,KS,US,-97.24,37.69
19198,Humei Zhonghua-Tainan,Joint Venture,TNN,TW,120.19,22.99
9501,"Creston & Sherwood, Paso Robles",Company Owned,CA,US,-120.66,35.62
1007427,海口盛达景都分店,Company Owned,46,CN,110.37,20.02
1006249,Garden State Plaza - Lower level,Company Owned,NJ,US,-74.08,40.92
4040,LUMINE Fujisawa,Joint Venture,14,JP,139.49,35.34
65861,Safeway - Daly City #3031,Licensed Store,CA,US,-122.48,37.7
1011539,Utsunomiya Yuinomori,Joint Venture,09,JP,139.99,36.57
1011572,Great Victoria Street,Licensed Store,NIR,GB,-5.93,54.6
9497,"I-17 & Hwy 260, Camp Verde",Company Owned,AZ,US,-111.88,34.58
15127,Safeway-Arvada #1998,Licensed Store,CO,US,-105.08,39.84
1008676,Hwy 97 & Sand Springs Expressway,Company Owned,OK,US,-96.11,36.13
15443,Brookhurst & Ellis,Company Owned,CA,US,-117.95,33.69
15306,"Penn Station by A,C,E",Company Owned,NY,US,-73.99,40.75
91086,Kkachisan-station,Joint Venture,41,KR,126.85,37.53
3516,Machida Kanamori,Joint Venture,13,JP,139.46,35.53
87087,Laird Eglinton,Company Owned,ON,CA,-79.36,43.71
8841,Columbus Square,Company Owned,TX,US,-96.8,32.8
1012393,Teavana - Chandler Fashion Center,Company Owned,AZ,US,-111.9,33.31
5881,Lotus Srinakarin-Samut Prakarn,Company Owned,11,TH,100.62,13.62
11463,Dulaney Plaza,Company Owned,MD,US,-76.6,39.4
18340,Hwy 329 & I 71,Company Owned,KY,US,-85.49,38.34
1011531,FASHION WALK,Licensed Store,91,CN,114.19,22.28
92488,Kroger-Houston #17,Licensed Store,TX,US,-95.39,29.77
15827,Fruitvale & I-880,Company Owned,CA,US,-122.23,37.77
7028,Red Rock Station - Food Court,Licensed Store,NV,US,-115.33,36.16
1006323,Frys-Phoenix #617,Licensed Store,AZ,US,-112.12,33.64
1005291,Cambridge North Travel Plaza,Licensed Store,ON,CA,-80.32,43.36
1421,Bridgeport & Sweden,Company Owned,BC,CA,-123.08,49.19
13894,Whitehall,Company Owned,NC,US,-80.94,35.14
91100,Salisbury University,Company Owned,MD,US,-75.61,38.34
650,525 Hespeler Rd,Company Owned,ON,CA,-80.33,43.4
2089,Odeonsplatz,Company Owned,BY,DE,11.58,48.14
6468,Hy-Vee - Jefferson City #1,Licensed Store,MO,US,-92.25,38.59
16163,Watt & Kings Way - Sacramento,Company Owned,CA,US,-121.38,38.61
16420,Bandera & Gilbeau,Company Owned,TX,US,-98.64,29.52
1106,Waterfront Centre,Company Owned,BC,CA,-123.12,49.29
18896,Schuka SM Ground Floor,Joint Venture,MOW,RU,37.46,55.81
5985,Starbucks,Licensed Store,34,TR,29.07,41.0
2224,Reina Sofia,Licensed Store,MD,ES,-3.69,40.41
1008745,Bruce B Downs & E 132nd St,Company Owned,FL,US,-82.43,28.07
13521,93rd and Broadway,Company Owned,NY,US,-73.97,40.79
1005625,University & McColl,Company Owned,TX,US,-98.19,26.31
9351,41st & Madison,Company Owned,NY,US,-73.98,40.75
65667,Safeway-El Cerrito #2940,Licensed Store,CA,US,-122.32,37.92
116578,St. Mary's Hospital - Retail Corrid,Licensed Store,VA,US,-77.51,37.59
2566,Edinburgh - Princes Street,Company Owned,SCT,GB,-3.2,55.95
18740,JW Marriott San Antonio TPC,Licensed Store,TX,US,-98.43,29.67
1140,Crowfoot Chapters,Company Owned,AB,CA,-114.2,51.13
94908,AAFES Spangdahlem,Licensed Store,RP,DE,6.69,49.99
1015643,Sahara & Rye,Company Owned,NV,US,-115.19,36.14
1006611,海口望海国际分店,Company Owned,46,CN,110.34,20.03
8406,Target Houston T-2093,Licensed Store,TX,US,-95.38,29.77
11854,42nd btwn 3rd & Lex,Company Owned,NY,US,-73.98,40.75
1006527,Bedok Mall,Company Owned,04,SG,103.93,1.33
1516,Ciudad Empresarial,Licensed Store,RM,CL,-70.62,-33.39
7327,James Tower,Licensed Store,WA,US,-122.31,47.61
19409,Yamagata Mamigasaki,Joint Venture,06,JP,140.33,38.28
20315,长沙亿万豪店,Company Owned,43,CN,112.98,28.2
12127,Frates Ln & Donner Pass Rd-Truckee,Company Owned,CA,US,-120.21,39.33
9906,Sycamore & Shadowridge,Company Owned,CA,US,-117.22,33.16
17998,Kroger - Middletown #441,Licensed Store,OH,US,-84.33,39.5
1014630,Kayseri Mix,Licensed Store,38,TR,35.53,38.72
89996,Arnold & Morello,Company Owned,CA,US,-122.11,37.99
1452,Rennweg,Company Owned,ZH,CH,8.54,47.37
2106,Aachen Markt,Company Owned,NW,DE,6.08,50.78
1007629,230th & Broadway,Company Owned,NY,US,-73.91,40.88
1005233,Schiphol Airport Pier B and C,Licensed Store,NH,NL,4.75,52.31
1015156,Keihan Gion Shijo Eki,Company Owned,26,JP,135.77,35.0
1014431,Hwy 49 & Willow Creek,Company Owned,CA,US,-121.1,38.94
1008526,Monte Pelvoux,Licensed Store,DIF,MX,-99.2,19.43
1005838,Sector 29,Joint Venture,HR,IN,77.06,28.47
12829,Goldenwest & Natal,Company Owned,CA,US,-118.01,33.77
1013100,Cheongju Seonghwa,Joint Venture,43,KR,127.45,36.62
1014403,Square One South,Company Owned,ON,CA,-79.64,43.59
15082,86th & Columbus,Company Owned,NY,US,-73.97,40.79
1009219,Glasgow Cineworld Renfrew St (7),Licensed Store,SCT,GB,-4.26,55.86
1724,深圳中信城市广场店,Company Owned,44,CN,114.1,22.54
15351,RK Centre North,Company Owned,FL,US,-80.12,25.93
18844,武汉花园道店,Company Owned,42,CN,114.27,30.6
8661,Lancaster & Silverton - Salem,Company Owned,OR,US,-122.98,44.97
1006618,武汉奥山世纪城店,Company Owned,42,CN,114.36,30.62
1013003,重庆金贸中心店,Company Owned,50,CN,106.57,29.64
1016007,Kansai University Senriyama,Company Owned,27,JP,135.51,34.77
7933,"Monroe, Rt 25",Company Owned,CT,US,-73.27,41.33
1012652,Suwon Mangpo DT,Joint Venture,41,KR,127.05,37.25
14557,Highway 83 & Golf,Company Owned,WI,US,-88.37,43.05
15044,Vons-San Diego #2136,Licensed Store,CA,US,-117.14,32.92
136,Standard Chartered Building,Licensed Store,AZ,AE,55.69,24.19
113392,Madrid Barajas T1 non Schengen,Licensed Store,MD,ES,-3.58,40.47
17781,I-75 & Howell Mill Rd,Company Owned,GA,US,-84.41,33.8
12616,Prince Frederick,Company Owned,MD,US,-76.6,38.55
18670,McCaslin & Century,Company Owned,CO,US,-105.16,39.97
69954,"Kroger-Smyrna, GA #699",Licensed Store,GA,US,-84.53,33.88
15854,75th Street - Naperville,Company Owned,IL,US,-88.16,41.75
1015544,Alma College - Book Store,Licensed Store,MI,US,-84.67,43.38
1012823,Teavana - Coral Square,Company Owned,FL,US,-80.25,26.24
1009202,Next Basildon,Licensed Store,ENG,GB,0.48,51.59
8612,Blanding & Bolton,Company Owned,FL,US,-81.75,30.15
1013009,New Bern Mall,Company Owned,NC,US,-77.09,35.1
1016016,Highway 41 and Barrett Parkway,Company Owned,GA,US,-84.59,34.0
19120,Lorain County Community College-Stu,Licensed Store,OH,US,-82.08,41.41
19467,厦门SM新生活广场店,Company Owned,35,CN,118.13,24.5
1631,大连新世界店,Company Owned,21,CN,121.64,38.92
1005481,V City,Licensed Store,91,CN,113.97,22.4
14327,31st & Dodgen,Company Owned,TX,US,-97.37,31.07
18479,Garden of the Gods at Centennial,Company Owned,CO,US,-104.85,38.9
17686,"Mercy & I-15, San Diego",Company Owned,CA,US,-117.11,32.94
1012762,Greenville Powder Mill Square,Company Owned,DE,US,-75.6,39.78
3615,AEON MALL Sapporo Hiraoka,Joint Venture,01,JP,141.46,43.0
91889,Target LA Central T-2776,Licensed Store,CA,US,-118.26,34.05
1013237,CC Ste Catherine - Bordeaux,Franchise,B,FR,-0.57,44.84
15853,Delmar Loop,Company Owned,MO,US,-90.31,38.66
3924,Ningyocho,Joint Venture,13,JP,139.78,35.69
7308,36th & May,Company Owned,OK,US,-97.57,35.51
17707,Mashpee Commons,Company Owned,MA,US,-70.49,41.62
12683,The Shops at Willow Bend,Company Owned,TX,US,-96.83,33.03
1007831,Ole Smoky Moonshine Holler,Licensed Store,TN,US,-83.52,35.71
11511,101 Freeway & Union Hills Drive,Company Owned,AZ,US,-112.23,33.65
1015668,Kowalski's - St. Paul,Licensed Store,MN,US,-93.15,44.94
1014054,CIT - Baggage Claim,Licensed Store,NC,US,-80.94,35.23
18238,Nine Mile Rd & Hillview Drive,Company Owned,FL,US,-87.23,30.53
1009656,Zhuguang Hsinchu,Joint Venture,HSZ,TW,120.96,24.81
8494,"Riverhead, Tanger",Company Owned,NY,US,-72.71,40.92
1013252,Watford - High Street,Franchise,ENG,GB,-0.4,51.66
1012667,Teavana - Crossgates Mall,Company Owned,NY,US,-73.85,42.69
1009326,大柏树店,Joint Venture,31,CN,121.48,31.29
13995,Safeway-Tacoma #1437,Licensed Store,WA,US,-122.45,47.22
17751,Ben White & Payload Pass,Company Owned,TX,US,-97.76,30.22
1012101,Pohang Daedodong,Joint Venture,47,KR,129.36,36.02
1012326,Family Fare - Omaha #3792,Licensed Store,NE,US,-96.12,41.54
3013,SSP Liverpoll St Bishopsgate,Licensed Store,ENG,GB,-0.08,51.52
6987,Bert Kouns & I-49,Company Owned,LA,US,-93.76,32.4
87188,SM City Davao,Licensed Store,05,PH,125.59,7.05
1008988,East 2nd & Quebec,Company Owned,BC,CA,-123.1,49.27
14394,Washington & Calle Tampico,Company Owned,CA,US,-116.3,33.68
1008074,重庆紫荆商业广场店,Company Owned,50,CN,106.53,29.59
1016200,中江路店,Joint Venture,31,CN,121.39,31.24
1012788,Teavana - Twelve Oaks,Company Owned,MI,US,-83.47,42.49
5863,Sport City,Company Owned,12,TH,100.55,13.88
1008320,Plearnary Mall Watcharapol,Company Owned,10,TH,100.65,13.86
19277,Sun Plaza Mall,Licensed Store,B,RO,26.12,44.39
1014033,徐州邳州新苏中心店,Joint Venture,32,CN,117.98,34.33
2790,Euston Tower,Company Owned,ENG,GB,-0.14,51.53
1016983,Gare de Grenoble (CS),Licensed Store,V,FR,5.71,45.19
18338,Albany Shaker Rd and Wolf Rd,Company Owned,NY,US,-73.8,42.73
11575,Rosecrans & Douglas - El Segundo,Company Owned,CA,US,-118.38,33.9
1007724,中山石岐大信新都汇店,Company Owned,44,CN,113.38,22.53
2394,Meadowhall - Arcade,Company Owned,ENG,GB,-1.41,53.41
13166,ORD OHare Concourse E,Licensed Store,IL,US,-87.91,41.98
1010316,洛阳中州路王府井店,Company Owned,41,CN,112.43,34.67
68283,Lagoons Amwaj Island,Licensed Store,15,BH,50.61,26.25
116301,Musashikosugi TOKYU SQUARE,Joint Venture,14,JP,139.66,35.58
7623,Hwy 40 & Blue Ridge,Company Owned,MO,US,-94.44,39.05
1008572,济宁万达广场咖啡店,Company Owned,37,CN,116.6,35.41
1130,Safeway - Calgary #202,Licensed Store,AB,CA,-113.98,51.05
63174,Target San Diego/Mission T-1410,Licensed Store,CA,US,-117.15,32.77
18627,Edwards AFB TRAVEL CENTER,Licensed Store,CA,US,-117.93,34.92
1015754,Main & Murray,Company Owned,MB,CA,-97.1,49.95
12953,Meijer-Holland #47,Licensed Store,MI,US,-86.08,42.78
1012942,Teavana - Place D'Orleans,Company Owned,ON,CA,-75.52,45.48
11473,"Cuyamaca & Mission Gorge, Santee",Company Owned,CA,US,-116.98,32.84
17805,Henderson & Ridgeway,Company Owned,TX,US,-97.41,32.34
12517,SE 27th - Mercer Island,Company Owned,WA,US,-122.24,47.59
1192,Granville & 2nd,Company Owned,BC,CA,-123.14,49.27
20076,Fukuoka Shingu,Joint Venture,40,JP,130.45,33.71
1012320,Smiths - Las Vegas #332,Licensed Store,NV,US,-115.28,36.29
3388,Grand Indonesia,Licensed Store,JK,ID,106.82,-6.2
4821,Avenue Las Americas,Licensed Store,NLE,MX,-99.08,19.52
1011071,ECI Puerto Banus,Licensed Store,MA,ES,-4.95,36.49
7106,Mall St. Matthews,Company Owned,KY,US,-85.62,38.25
63294,86 Chain Lake Drive,Company Owned,NS,CA,-63.67,44.64
1798,北京庄胜崇光店,Company Owned,11,CN,116.38,39.9
490,Marriott Halifax Harbourfront,Licensed Store,NS,CA,-63.57,44.65
8949,1609 West Dravus,Company Owned,WA,US,-122.38,47.65
5059,Insurgentes La Joya,Licensed Store,DIF,MX,-99.17,19.28
13416,Tigard Marketplace,Company Owned,OR,US,-122.78,45.42
1017066,光大会展店,Joint Venture,31,CN,121.43,31.17
1005930,Giant - Martinsburg #6107,Licensed Store,WV,US,-77.98,39.45
1015725,Bethel Park,Company Owned,PA,US,-80.03,40.34
7134,Gaston & Haskell,Company Owned,TX,US,-96.78,32.79
14006,"Broadway & Stowell, Santa Maria",Company Owned,CA,US,-120.44,34.94
3841,Kishiwada Can Can Bayside Mall,Joint Venture,27,JP,135.37,34.47
1007803,北京东三环南路店,Company Owned,11,CN,116.46,39.89
17411,Briar Forest & Eldridge,Company Owned,TX,US,-95.62,29.76
1006227,西安海璟民生店,Company Owned,61,CN,108.94,34.34
1015247,Harris Teeter Wake Forest # 43,Licensed Store,NC,US,-78.5,35.94
12170,7th & Montana,Company Owned,CA,US,-118.5,34.03
1009895,北京古北咖啡店,Company Owned,11,CN,117.28,40.65
11450,Safeway-Seward #2728,Licensed Store,AK,US,-149.43,60.13
8195,"RSW - Ft Myers Main Term, Pre Sec",Licensed Store,FL,US,-81.76,26.53
1013234,Axis Entertainment - Cebu,Licensed Store,07,PH,123.87,10.41
1006850,Andheri West - Infiniti Mall,Joint Venture,MH,IN,72.83,19.14
1007717,Tucson Mall L1 Center Court,Company Owned,AZ,US,-110.97,32.29
1016496,Beaulieu,Franchise,R,FR,1.53,47.21
16196,Marriott Indianapolis Downtown,Licensed Store,IN,US,-86.16,39.77
17777,"24th & Avenue B, Yuma",Company Owned,AZ,US,-114.65,32.68
13282,Albertsons - Fullerton #6165,Licensed Store,CA,US,-117.97,33.88
11774,Division & Paulina,Company Owned,IL,US,-87.67,41.9
4017,AEON Makuhari,Joint Venture,12,JP,140.04,35.65
1007868,宝钢商场店,Joint Venture,31,CN,121.48,31.4
16964,Bruceville & Cosumnes River,Company Owned,CA,US,-121.42,38.46
1009095,马鞍山八佰伴店,Company Owned,34,CN,118.51,31.68
1013895,YUL Starbucks Gate 84,Licensed Store,QC,CA,-73.75,45.46
3563,AEON MALL Rinku Sennan,Joint Venture,27,JP,135.27,34.38
1014239,天津友谊新天地商厦店,Company Owned,12,CN,117.2,39.12
14075,Eastlake Parkway & Otay Lakes,Company Owned,CA,US,-116.97,32.65
11764,2535 Pacific Ave. - Stockton,Company Owned,CA,US,-121.3,37.97
17302,1015 NE 26th St,Company Owned,FL,US,-80.13,26.16
7304,Target Yulee T-2155,Licensed Store,FL,US,-81.56,30.63
1013913,Calzada de Tlalpan,Licensed Store,DIF,MX,-99.15,19.34
1006221,Sundance Square Plaza,Company Owned,TX,US,-97.33,32.75
274,حديقة مركز الدبلوماسي,Licensed Store,13,BH,50.59,26.24
91216,"Allen & West, Woodhaven",Company Owned,MI,US,-83.23,42.14
14070,Oakridge Mall - San Jose,Company Owned,CA,US,-121.86,37.25
4277,Nisshin Takenoyama,Joint Venture,23,JP,137.03,35.16
14634,Wallace & Glen Creek- Salem,Company Owned,OR,US,-123.05,44.95
6651,Courthouse Arlington,Company Owned,VA,US,-77.09,38.89
1011015,南京砂之船店,Joint Venture,32,CN,118.83,31.87
10825,Safeway-Tacoma #486,Licensed Store,WA,US,-122.54,47.22
19222,50 Leighton Road,Licensed Store,91,CN,114.18,22.28
15232,Juanita Village,Company Owned,WA,US,-122.21,47.71
10725,Sherman Way & Whitsett,Company Owned,CA,US,-118.41,34.2
1012755,Teavana - The Bay Centre,Company Owned,BC,CA,-123.37,48.42
11308,University & Iowa - Riverside,Company Owned,CA,US,-117.34,33.98
1006539,SPA,Licensed Store,DIF,MX,-99.18,19.43
116418,Nowon Station,Joint Venture,11,KR,127.34,37.39
500,Bridgeport & No 3 Road,Company Owned,BC,CA,-123.13,49.19
15331,Piilani Village Shopping Center,Company Owned,HI,US,-156.45,20.75
3598,Hamanako Service Area,Joint Venture,22,JP,137.61,34.78
16452,48th & Lex,Company Owned,NY,US,-73.97,40.76
1009514,Kroger Lexington #784,Licensed Store,KY,US,-84.49,38.03
974,Willow Park Village,Company Owned,AB,CA,-114.07,50.96
1009885,Osan City Hall,Joint Venture,41,KR,127.07,37.15
1011441,武汉新唐万科广场店,Company Owned,42,CN,114.26,30.62
1015302,Gaysorn Shopping Centre,Company Owned,10,TH,100.54,13.75
